d1,d2,i
DB01544,DB00831,1
DB01544,DB00842,1
DB01544,DB00844,1
DB01544,DB00850,1
DB01544,DB00906,1
DB01544,DB00909,1
DB01544,DB00921,1
DB01544,DB00934,1
DB01544,DB00949,1
DB01544,DB00961,1
DB01544,DB00962,1
DB01544,DB00967,1
DB01544,DB00980,1
DB01544,DB00985,1
DB01544,DB00996,1
DB01544,DB01002,1
DB01544,DB01018,1
DB01544,DB01029,-1
DB01544,DB01041,1
DB01544,DB01065,1
DB01544,DB01068,1
DB01544,DB01069,1
DB01544,DB01080,1
DB01544,DB01081,1
DB01544,DB01095,-1
DB01544,DB01100,1
DB01544,DB01106,1
DB01544,DB01114,1
DB01544,DB01171,-1
DB01544,DB01173,1
DB01544,DB01175,1
DB01544,DB01176,1
DB01544,DB01189,1
DB01544,DB01192,1
DB01544,DB01198,1
DB01544,DB01202,1
DB01544,DB01215,1
DB01544,DB01219,1
DB01544,DB01221,1
DB01544,DB01223,-1
DB01544,DB01224,1
DB01544,DB01235,1
DB01544,DB01236,1
DB01544,DB01238,1
DB01544,DB01239,1
DB01544,DB01267,1
DB01544,DB01440,1
DB01544,DB01452,1
DB01544,DB01545,1
DB01544,DB01551,1
DB01544,DB01558,1
DB01544,DB01563,1
DB01544,DB01588,1
DB01544,DB01589,1
DB01544,DB01595,1
DB01544,DB01623,1
DB01544,DB02665,1
DB01544,DB02703,1
DB01544,DB04844,1
DB01544,DB05271,1
DB01544,DB06288,1
DB01544,DB06700,1
DB01545,DB00181,1
DB01545,DB00186,1
DB01545,DB00230,1
DB01545,DB00231,1
DB01545,DB00241,1
DB01545,DB00273,1
DB01545,DB00292,1
DB01545,DB00296,1
DB01545,DB00297,1
DB01545,DB00313,1
DB01545,DB00323,1
DB01545,DB00327,1
DB01545,DB00341,1
DB01545,DB00356,1
DB01545,DB00363,1
DB01545,DB00366,1
DB01545,DB00371,1
DB01545,DB00391,1
DB01545,DB00395,1
DB01545,DB00402,1
DB01545,DB00408,1
DB01545,DB00413,1
DB01545,DB00423,1
DB01545,DB00425,1
DB01545,DB00427,1
DB01545,DB00433,1
DB01545,DB00434,1
DB01545,DB00450,1
DB01545,DB00454,1
DB01545,DB00455,1
DB01545,DB00470,1
DB01545,DB00475,1
DB01545,DB00490,1
DB01545,DB00494,1
DB01545,DB00497,1
DB01545,DB00543,1
DB01545,DB00555,1
DB01545,DB00557,1
DB01545,DB00575,1
DB01545,DB00593,1
DB01545,DB00599,1
DB01545,DB00611,1
DB01545,DB00623,1
DB01545,DB00628,1
DB01545,DB00633,1
DB01545,DB00647,1
DB01545,DB00652,1
DB01545,DB00656,1
DB01545,DB00660,1
DB01545,DB00679,1
DB01545,DB00690,1
DB01545,DB00697,1
DB01545,DB00708,1
DB01545,DB00737,1
DB01545,DB00747,1
DB01545,DB00753,1
DB01545,DB00802,1
DB01545,DB00813,1
DB01545,DB00818,1
DB01545,DB00829,1
DB01545,DB00831,1
DB01545,DB00842,1
DB01545,DB00844,1
DB01545,DB00850,1
DB01545,DB00906,1
DB01545,DB00909,1
DB01545,DB00921,1
DB01545,DB00934,1
DB01545,DB00949,1
DB01545,DB00961,1
DB01545,DB00962,1
DB01545,DB00967,1
DB01545,DB00980,1
DB01545,DB00985,1
DB01545,DB00996,1
DB01545,DB01002,1
DB01545,DB01018,1
DB01545,DB01041,1
DB01545,DB01065,1
DB01545,DB01068,1
DB01545,DB01069,1
DB01545,DB01080,1
DB01545,DB01081,1
DB01545,DB01100,1
DB01545,DB01106,1
DB01545,DB01114,1
DB01545,DB01173,1
DB01545,DB01175,1
DB01545,DB01176,1
DB01545,DB01189,1
DB01545,DB01192,1
DB01545,DB01198,1
DB01545,DB01202,1
DB01545,DB01215,1
DB01545,DB01219,1
DB01545,DB01221,1
DB01545,DB01224,1
DB01545,DB01235,1
DB01545,DB01236,1
DB01545,DB01238,1
DB01545,DB01239,1
DB01545,DB01267,1
DB01545,DB01440,1
DB01545,DB01452,1
DB01545,DB01544,1
DB01545,DB01551,1
DB01545,DB01558,1
DB01545,DB01563,1
DB01545,DB01588,1
DB01545,DB01589,1
DB01545,DB01595,1
DB01545,DB01623,1
DB01545,DB02665,1
DB01545,DB04844,1
DB01545,DB05271,1
DB01545,DB06288,1
DB01545,DB06700,1
DB01551,DB00181,1
DB01551,DB00182,1
DB01551,DB00186,1
DB01551,DB00191,1
DB01551,DB00202,1
DB01551,DB00209,1
DB01551,DB00214,1
DB01551,DB00230,1
DB01551,DB00231,1
DB01551,DB00241,1
DB01551,DB00245,1
DB01551,DB00273,1
DB01551,DB00292,1
DB01551,DB00296,1
DB01551,DB00297,1
DB01551,DB00310,1
DB01551,DB00313,1
DB01551,DB00323,1
DB01551,DB00327,1
DB01551,DB00332,1
DB01551,DB00341,1
DB01551,DB00356,1
DB01551,DB00363,-1
DB01551,DB00366,1
DB01551,DB00371,1
DB01551,DB00376,1
DB01551,DB00384,1
DB01551,DB00387,1
DB01551,DB00391,1
DB01551,DB00395,1
DB01551,DB00402,1
DB01551,DB00408,1
DB01551,DB00413,1
DB01551,DB00421,1
DB01551,DB00423,1
DB01551,DB00424,1
DB01551,DB00425,1
DB01551,DB00427,1
DB01551,DB00433,1
DB01551,DB00434,1
DB01551,DB00436,1
DB01551,DB00450,1
DB01551,DB00454,1
DB01551,DB00455,1
DB01551,DB00470,1
DB01551,DB00475,1
DB01551,DB00490,1
DB01551,DB00494,1
DB01551,DB00497,1
DB01551,DB00524,1
DB01551,DB00543,1
DB01551,DB00555,1
DB01551,DB00557,1
DB01551,DB00572,1
DB01551,DB00575,1
DB01551,DB00593,1
DB01551,DB00599,1
DB01551,DB00607,-1
DB01551,DB00611,-1
DB01551,DB00623,1
DB01551,DB00628,1
DB01551,DB00633,1
DB01551,DB00647,1
DB01551,DB00648,-1
DB01551,DB00652,-1
DB01551,DB00656,1
DB01551,DB00660,1
DB01551,DB00670,1
DB01551,DB00679,-1
DB01551,DB00690,1
DB01551,DB00695,1
DB01551,DB00697,1
DB01551,DB00700,1
DB01551,DB00704,-1
DB01551,DB00708,1
DB01551,DB00732,1
DB01551,DB00737,1
DB01551,DB00742,1
DB01551,DB00745,-1
DB01551,DB00747,1
DB01551,DB00753,1
DB01551,DB00802,1
DB01551,DB00804,1
DB01551,DB00808,1
DB01551,DB00809,1
DB01551,DB00810,1
DB01551,DB00813,1
DB01551,DB00818,1
DB01551,DB00819,1
DB01551,DB00829,1
DB01551,DB00831,1
DB01551,DB00842,1
DB01551,DB00844,-1
DB01551,DB00850,1
DB01551,DB00880,1
DB01551,DB00887,1
DB01551,DB00906,1
DB01551,DB00909,1
DB01551,DB00921,1
DB01551,DB00934,1
DB01551,DB00949,1
DB01551,DB00961,1
DB01551,DB00962,1
DB01551,DB00967,1
DB01551,DB00979,1
DB01551,DB00980,1
DB01551,DB00985,1
DB01551,DB00986,1
DB01551,DB00996,1
DB01551,DB00999,1
DB01551,DB01002,1
DB01551,DB01018,1
DB01551,DB01021,1
DB01551,DB01036,1
DB01551,DB01041,1
DB01551,DB01062,1
DB01551,DB01065,1
DB01551,DB01068,1
DB01551,DB01069,1
DB01551,DB01080,1
DB01551,DB01081,1
DB01551,DB01100,1
DB01551,DB01106,1
DB01551,DB01114,1
DB01551,DB01156,-1
DB01551,DB01173,1
DB01551,DB01175,1
DB01551,DB01176,1
DB01551,DB01189,1
DB01551,DB01192,1
DB01551,DB01198,1
DB01551,DB01202,1
DB01551,DB01215,1
DB01551,DB01219,1
DB01551,DB01221,1
DB01551,DB01224,1
DB01551,DB01235,1
DB01551,DB01236,1
DB01551,DB01238,1
DB01551,DB01239,1
DB01551,DB01267,1
DB01551,DB01337,1
DB01551,DB01440,1
DB01551,DB01452,1
DB01551,DB01454,1
DB01551,DB01544,1
DB01551,DB01545,1
DB01551,DB01558,1
DB01551,DB01563,1
DB01551,DB01576,1
DB01551,DB01577,1
DB01551,DB01588,1
DB01551,DB01589,1
DB01551,DB01595,1
DB01551,DB01623,1
DB01551,DB02665,1
DB01551,DB02703,1
DB01551,DB02925,1
DB01551,DB04844,1
DB01551,DB05271,1
DB01551,DB06288,1
DB01551,DB06700,1
DB01558,DB00181,1
DB01558,DB00186,1
DB01558,DB00213,-1
DB01558,DB00230,1
DB01558,DB00231,1
DB01558,DB00241,1
DB01558,DB00273,1
DB01558,DB00277,-1
DB01558,DB00292,1
DB01558,DB00296,1
DB01558,DB00297,1
DB01558,DB00300,-1
DB01558,DB00313,1
DB01558,DB00323,1
DB01558,DB00327,1
DB01558,DB00338,-1
DB01558,DB00341,1
DB01558,DB00356,1
DB01558,DB00363,1
DB01558,DB00366,1
DB01558,DB00371,1
DB01558,DB00379,-1
DB01558,DB00391,1
DB01558,DB00395,1
DB01558,DB00402,1
DB01558,DB00408,1
DB01558,DB00413,1
DB01558,DB00423,1
DB01558,DB00425,1
DB01558,DB00427,1
DB01558,DB00433,1
DB01558,DB00434,1
DB01558,DB00446,-1
DB01558,DB00450,1
DB01558,DB00454,1
DB01558,DB00455,1
DB01558,DB00470,1
DB01558,DB00475,1
DB01558,DB00490,1
DB01558,DB00494,1
DB01558,DB00497,1
DB01558,DB00543,1
DB01558,DB00555,1
DB01558,DB00557,1
DB01558,DB00575,1
DB01558,DB00593,1
DB01558,DB00599,1
DB01558,DB00607,-1
DB01558,DB00611,1
DB01558,DB00623,1
DB01558,DB00628,1
DB01558,DB00633,1
DB01558,DB00647,1
DB01558,DB00648,-1
DB01558,DB00651,-1
DB01558,DB00652,1
DB01558,DB00656,1
DB01558,DB00660,1
DB01558,DB00679,1
DB01558,DB00690,1
DB01558,DB00697,1
DB01558,DB00708,1
DB01558,DB00736,-1
DB01558,DB00737,1
DB01558,DB00745,-1
DB01558,DB00747,1
DB01558,DB00753,1
DB01558,DB00802,1
DB01558,DB00813,1
DB01558,DB00818,1
DB01558,DB00829,1
DB01558,DB00831,1
DB01558,DB00842,1
DB01558,DB00844,1
DB01558,DB00850,1
DB01558,DB00906,1
DB01558,DB00909,1
DB01558,DB00921,1
DB01558,DB00934,1
DB01558,DB00949,1
DB01558,DB00961,1
DB01558,DB00962,1
DB01558,DB00967,1
DB01558,DB00980,1
DB01558,DB00985,1
DB01558,DB00996,1
DB01558,DB01002,1
DB01558,DB01018,1
DB01558,DB01041,1
DB01558,DB01065,1
DB01558,DB01068,1
DB01558,DB01069,1
DB01558,DB01080,1
DB01558,DB01081,1
DB01558,DB01100,1
DB01558,DB01106,1
DB01558,DB01114,1
DB01558,DB01171,-1
DB01558,DB01173,1
DB01558,DB01175,1
DB01558,DB01176,1
DB01558,DB01189,1
DB01558,DB01192,1
DB01558,DB01198,1
DB01558,DB01202,1
DB01558,DB01215,1
DB01558,DB01219,1
DB01558,DB01221,1
DB01558,DB01223,-1
DB01558,DB01224,1
DB01558,DB01235,1
DB01558,DB01236,1
DB01558,DB01238,1
DB01558,DB01239,1
DB01558,DB01267,1
DB01558,DB01440,1
DB01558,DB01452,1
DB01558,DB01544,1
DB01558,DB01545,1
DB01558,DB01551,1
DB01558,DB01563,1
DB01558,DB01588,1
DB01558,DB01589,1
DB01558,DB01595,1
DB01558,DB01623,1
DB01558,DB02665,1
DB01558,DB02703,1
DB01558,DB04844,1
DB01558,DB05271,1
DB01558,DB06288,1
DB01558,DB06700,1
DB01559,DB00213,-1
DB01559,DB00273,-1
DB01559,DB00338,-1
DB01559,DB00446,-1
DB01559,DB00607,-1
DB01559,DB00648,-1
DB01559,DB00736,-1
DB01559,DB00745,-1
DB01559,DB00758,-1
DB01559,DB01171,-1
DB01559,DB01589,1
DB01559,DB02703,1
DB01563,DB00181,1
DB01563,DB00186,1
DB01563,DB00230,1
DB01563,DB00231,1
DB01563,DB00241,1
DB01563,DB00273,1
DB01563,DB00292,1
DB01563,DB00296,1
DB01563,DB00297,1
DB01563,DB00313,1
DB01563,DB00323,1
DB01563,DB00327,1
DB01563,DB00341,1
DB01563,DB00356,1
DB01563,DB00363,1
DB01563,DB00366,1
DB01563,DB00371,1
DB01563,DB00391,1
DB01563,DB00395,1
DB01563,DB00402,1
DB01563,DB00408,1
DB01563,DB00413,1
DB01563,DB00423,1
DB01563,DB00425,1
DB01563,DB00427,1
DB01563,DB00433,1
DB01563,DB00434,1
DB01563,DB00450,1
DB01563,DB00454,1
DB01563,DB00455,1
DB01563,DB00470,1
DB01563,DB00475,1
DB01563,DB00490,1
DB01563,DB00494,1
DB01563,DB00497,1
DB01563,DB00543,1
DB01563,DB00555,1
DB01563,DB00557,1
DB01563,DB00575,1
DB01563,DB00593,1
DB01563,DB00599,1
DB01563,DB00611,1
DB01563,DB00623,1
DB01563,DB00628,1
DB01563,DB00633,1
DB01563,DB00647,1
DB01563,DB00652,1
DB01563,DB00656,1
DB01563,DB00660,1
DB01563,DB00679,1
DB01563,DB00690,1
DB01563,DB00695,1
DB01563,DB00697,1
DB01563,DB00708,1
DB01563,DB00737,1
DB01563,DB00747,1
DB01563,DB00753,1
DB01563,DB00802,1
DB01563,DB00813,1
DB01563,DB00818,1
DB01563,DB00829,1
DB01563,DB00831,1
DB01563,DB00842,1
DB01563,DB00844,1
DB01563,DB00850,1
DB01563,DB00906,1
DB01563,DB00909,1
DB01563,DB00921,1
DB01563,DB00934,1
DB01563,DB00949,1
DB01563,DB00961,1
DB01563,DB00962,1
DB01563,DB00967,1
DB01563,DB00980,1
DB01563,DB00985,1
DB01563,DB00996,1
DB01563,DB01002,1
DB01563,DB01018,1
DB01563,DB01041,1
DB01563,DB01065,1
DB01563,DB01068,1
DB01563,DB01069,1
DB01563,DB01080,1
DB01563,DB01081,1
DB01563,DB01100,1
DB01563,DB01106,1
DB01563,DB01114,1
DB01563,DB01173,1
DB01563,DB01175,1
DB01563,DB01176,1
DB01563,DB01189,1
DB01563,DB01192,1
DB01563,DB01198,1
DB01563,DB01202,1
DB01563,DB01215,1
DB01563,DB01219,1
DB01563,DB01221,1
DB01563,DB01224,1
DB01563,DB01235,1
DB01563,DB01236,1
DB01563,DB01238,1
DB01563,DB01239,1
DB01563,DB01267,1
DB01563,DB01440,1
DB01563,DB01452,1
DB01563,DB01544,1
DB01563,DB01545,1
DB01563,DB01551,1
DB01563,DB01558,1
DB01563,DB01588,1
DB01563,DB01589,1
DB01563,DB01595,1
DB01563,DB01623,1
DB01563,DB02665,1
DB01563,DB04844,1
DB01563,DB05271,1
DB01563,DB06288,1
DB01563,DB06700,1
DB01576,DB00213,1
DB01576,DB00327,1
DB01576,DB00338,1
DB01576,DB00341,-1
DB01576,DB00363,-1
DB01576,DB00366,-1
DB01576,DB00391,-1
DB01576,DB00408,-1
DB01576,DB00427,-1
DB01576,DB00433,-1
DB01576,DB00434,-1
DB01576,DB00450,-1
DB01576,DB00454,1
DB01576,DB00455,-1
DB01576,DB00497,1
DB01576,DB00557,-1
DB01576,DB00568,-1
DB01576,DB00593,-1
DB01576,DB00611,1
DB01576,DB00623,-1
DB01576,DB00647,1
DB01576,DB00652,1
DB01576,DB00679,1
DB01576,DB00708,1
DB01576,DB00736,1
DB01576,DB00737,-1
DB01576,DB00751,-1
DB01576,DB00780,1
DB01576,DB00802,1
DB01576,DB00813,1
DB01576,DB00819,-1
DB01576,DB00831,-1
DB01576,DB00844,1
DB01576,DB00850,-1
DB01576,DB00920,-1
DB01576,DB00921,1
DB01576,DB00927,-1
DB01576,DB00967,-1
DB01576,DB00985,-1
DB01576,DB01037,1
DB01576,DB01069,-1
DB01576,DB01071,-1
DB01576,DB01081,1
DB01576,DB01100,-1
DB01576,DB01106,-1
DB01576,DB01114,-1
DB01576,DB01129,1
DB01576,DB01156,-1
DB01576,DB01171,1
DB01576,DB01176,-1
DB01576,DB01192,1
DB01576,DB01224,-1
DB01576,DB01238,-1
DB01576,DB01239,-1
DB01576,DB01267,-1
DB01576,DB01367,1
DB01576,DB01377,-1
DB01576,DB01452,1
DB01576,DB01551,1
DB01576,DB01608,-1
DB01576,DB01620,-1
DB01576,DB01623,-1
DB01576,DB02665,1
DB01576,DB06148,-1
DB01576,DB06288,-1
DB01576,DB07615,-1
DB01576,DB08801,-1
DB01577,DB00182,1
DB01577,DB00191,1
DB01577,DB00211,1
DB01577,DB00327,1
DB01577,DB00341,-1
DB01577,DB00363,-1
DB01577,DB00366,-1
DB01577,DB00368,1
DB01577,DB00373,1
DB01577,DB00388,1
DB01577,DB00391,-1
DB01577,DB00408,-1
DB01577,DB00427,-1
DB01577,DB00433,-1
DB01577,DB00434,-1
DB01577,DB00450,-1
DB01577,DB00454,1
DB01577,DB00455,-1
DB01577,DB00470,1
DB01577,DB00489,1
DB01577,DB00497,1
DB01577,DB00521,1
DB01577,DB00557,-1
DB01577,DB00568,-1
DB01577,DB00593,-1
DB01577,DB00601,1
DB01577,DB00611,1
DB01577,DB00612,1
DB01577,DB00623,-1
DB01577,DB00647,1
DB01577,DB00652,1
DB01577,DB00668,1
DB01577,DB00679,1
DB01577,DB00708,1
DB01577,DB00737,-1
DB01577,DB00751,-1
DB01577,DB00780,1
DB01577,DB00802,1
DB01577,DB00813,1
DB01577,DB00816,1
DB01577,DB00819,-1
DB01577,DB00831,-1
DB01577,DB00841,1
DB01577,DB00844,1
DB01577,DB00850,-1
DB01577,DB00852,1
DB01577,DB00871,1
DB01577,DB00920,-1
DB01577,DB00921,1
DB01577,DB00927,-1
DB01577,DB00935,1
DB01577,DB00960,1
DB01577,DB00967,-1
DB01577,DB00985,-1
DB01577,DB00988,1
DB01577,DB01037,1
DB01577,DB01069,-1
DB01577,DB01071,-1
DB01577,DB01081,1
DB01577,DB01100,-1
DB01577,DB01106,-1
DB01577,DB01114,-1
DB01577,DB01156,-1
DB01577,DB01171,1
DB01577,DB01176,-1
DB01577,DB01192,1
DB01577,DB01193,1
DB01577,DB01203,1
DB01577,DB01224,-1
DB01577,DB01238,-1
DB01577,DB01239,-1
DB01577,DB01267,-1
DB01577,DB01288,1
DB01577,DB01364,1
DB01577,DB01366,1
DB01577,DB01367,1
DB01577,DB01377,-1
DB01577,DB01407,1
DB01577,DB01452,1
DB01577,DB01551,1
DB01577,DB01608,-1
DB01577,DB01620,-1
DB01577,DB01623,-1
DB01577,DB02665,1
DB01577,DB06148,-1
DB01577,DB06288,-1
DB01577,DB06700,-1
DB01577,DB07615,-1
DB01577,DB08801,-1
DB01586,DB00255,-1
DB01586,DB00375,-1
DB01586,DB00783,-1
DB01586,DB00977,-1
DB01586,DB01039,-1
DB01586,DB01054,-1
DB01586,DB01393,-1
DB01588,DB00181,1
DB01588,DB00186,1
DB01588,DB00230,1
DB01588,DB00231,1
DB01588,DB00241,1
DB01588,DB00273,1
DB01588,DB00277,-1
DB01588,DB00292,1
DB01588,DB00296,1
DB01588,DB00297,1
DB01588,DB00313,1
DB01588,DB00323,1
DB01588,DB00327,1
DB01588,DB00341,1
DB01588,DB00356,1
DB01588,DB00363,1
DB01588,DB00366,1
DB01588,DB00371,1
DB01588,DB00391,1
DB01588,DB00395,1
DB01588,DB00402,1
DB01588,DB00408,1
DB01588,DB00413,1
DB01588,DB00423,1
DB01588,DB00425,1
DB01588,DB00427,1
DB01588,DB00433,1
DB01588,DB00434,1
DB01588,DB00450,1
DB01588,DB00454,1
DB01588,DB00455,1
DB01588,DB00470,1
DB01588,DB00475,1
DB01588,DB00490,1
DB01588,DB00494,1
DB01588,DB00497,1
DB01588,DB00543,1
DB01588,DB00555,1
DB01588,DB00557,1
DB01588,DB00575,1
DB01588,DB00593,1
DB01588,DB00599,1
DB01588,DB00607,-1
DB01588,DB00611,1
DB01588,DB00623,1
DB01588,DB00628,1
DB01588,DB00633,1
DB01588,DB00647,1
DB01588,DB00648,-1
DB01588,DB00651,-1
DB01588,DB00652,1
DB01588,DB00656,1
DB01588,DB00660,1
DB01588,DB00679,1
DB01588,DB00690,1
DB01588,DB00697,1
DB01588,DB00708,1
DB01588,DB00737,1
DB01588,DB00745,-1
DB01588,DB00747,1
DB01588,DB00753,1
DB01588,DB00802,1
DB01588,DB00813,1
DB01588,DB00818,1
DB01588,DB00829,1
DB01588,DB00831,1
DB01588,DB00842,1
DB01588,DB00844,1
DB01588,DB00850,1
DB01588,DB00906,1
DB01588,DB00909,1
DB01588,DB00921,1
DB01588,DB00934,1
DB01588,DB00949,1
DB01588,DB00961,1
DB01588,DB00962,1
DB01588,DB00967,1
DB01588,DB00980,1
DB01588,DB00985,1
DB01588,DB00996,1
DB01588,DB01002,1
DB01588,DB01018,1
DB01588,DB01041,1
DB01588,DB01065,1
DB01588,DB01068,1
DB01588,DB01069,1
DB01588,DB01080,1
DB01588,DB01081,1
DB01588,DB01100,1
DB01588,DB01106,1
DB01588,DB01114,1
DB01588,DB01173,1
DB01588,DB01175,1
DB01588,DB01176,1
DB01588,DB01189,1
DB01588,DB01192,1
DB01588,DB01198,1
DB01588,DB01202,1
DB01588,DB01215,1
DB01588,DB01219,1
DB01588,DB01221,1
DB01588,DB01223,-1
DB01588,DB01224,1
DB01588,DB01235,1
DB01588,DB01236,1
DB01588,DB01238,1
DB01588,DB01239,1
DB01588,DB01267,1
DB01588,DB01440,1
DB01588,DB01452,1
DB01588,DB01544,1
DB01588,DB01545,1
DB01588,DB01551,1
DB01588,DB01558,1
DB01588,DB01563,1
DB01588,DB01589,1
DB01588,DB01595,1
DB01588,DB01623,1
DB01588,DB02665,1
DB01588,DB02703,1
DB01588,DB04844,1
DB01588,DB05271,1
DB01588,DB06288,1
DB01588,DB06700,1
DB01589,DB00177,-1
DB01589,DB00181,1
DB01589,DB00184,1
DB01589,DB00186,1
DB01589,DB00213,-1
DB01589,DB00230,1
DB01589,DB00231,1
DB01589,DB00241,1
DB01589,DB00273,1
DB01589,DB00292,1
DB01589,DB00296,1
DB01589,DB00297,1
DB01589,DB00313,1
DB01589,DB00323,1
DB01589,DB00327,1
DB01589,DB00338,-1
DB01589,DB00341,1
DB01589,DB00356,1
DB01589,DB00363,1
DB01589,DB00366,1
DB01589,DB00371,1
DB01589,DB00379,1
DB01589,DB00391,1
DB01589,DB00395,1
DB01589,DB00402,1
DB01589,DB00408,1
DB01589,DB00413,1
DB01589,DB00423,1
DB01589,DB00425,1
DB01589,DB00427,1
DB01589,DB00433,1
DB01589,DB00434,1
DB01589,DB00446,-1
DB01589,DB00450,1
DB01589,DB00454,1
DB01589,DB00455,1
DB01589,DB00470,1
DB01589,DB00475,1
DB01589,DB00490,1
DB01589,DB00494,1
DB01589,DB00497,1
DB01589,DB00514,1
DB01589,DB00531,1
DB01589,DB00543,1
DB01589,DB00549,-1
DB01589,DB00555,1
DB01589,DB00557,1
DB01589,DB00568,1
DB01589,DB00575,1
DB01589,DB00593,1
DB01589,DB00599,1
DB01589,DB00604,1
DB01589,DB00607,-1
DB01589,DB00611,1
DB01589,DB00623,1
DB01589,DB00624,1
DB01589,DB00628,1
DB01589,DB00633,1
DB01589,DB00647,1
DB01589,DB00648,-1
DB01589,DB00652,1
DB01589,DB00656,1
DB01589,DB00660,1
DB01589,DB00679,1
DB01589,DB00690,1
DB01589,DB00697,1
DB01589,DB00708,1
DB01589,DB00736,-1
DB01589,DB00737,1
DB01589,DB00745,-1
DB01589,DB00747,1
DB01589,DB00751,1
DB01589,DB00753,1
DB01589,DB00755,1
DB01589,DB00758,1
DB01589,DB00802,1
DB01589,DB00813,1
DB01589,DB00818,1
DB01589,DB00829,1
DB01589,DB00831,1
DB01589,DB00842,1
DB01589,DB00844,1
DB01589,DB00850,1
DB01589,DB00906,1
DB01589,DB00909,1
DB01589,DB00921,1
DB01589,DB00934,1
DB01589,DB00949,1
DB01589,DB00961,1
DB01589,DB00962,1
DB01589,DB00967,1
DB01589,DB00980,1
DB01589,DB00985,1
DB01589,DB00996,1
DB01589,DB01002,1
DB01589,DB01018,1
DB01589,DB01029,-1
DB01589,DB01037,1
DB01589,DB01041,1
DB01589,DB01065,1
DB01589,DB01068,1
DB01589,DB01069,1
DB01589,DB01080,1
DB01589,DB01081,1
DB01589,DB01095,-1
DB01589,DB01100,1
DB01589,DB01106,1
DB01589,DB01114,1
DB01589,DB01156,1
DB01589,DB01171,-1
DB01589,DB01173,1
DB01589,DB01175,1
DB01589,DB01176,1
DB01589,DB01181,1
DB01589,DB01184,1
DB01589,DB01189,1
DB01589,DB01192,1
DB01589,DB01198,1
DB01589,DB01202,1
DB01589,DB01215,1
DB01589,DB01219,1
DB01589,DB01221,1
DB01589,DB01224,1
DB01589,DB01235,1
DB01589,DB01236,1
DB01589,DB01238,1
DB01589,DB01239,1
DB01589,DB01267,1
DB01589,DB01440,1
DB01589,DB01452,1
DB01589,DB01544,1
DB01589,DB01545,1
DB01589,DB01551,1
DB01589,DB01558,1
DB01589,DB01559,1
DB01589,DB01563,1
DB01589,DB01588,1
DB01589,DB01595,1
DB01589,DB01623,1
DB01589,DB02665,1
DB01589,DB02703,1
DB01589,DB04844,1
DB01589,DB05271,1
DB01589,DB06148,1
DB01589,DB06288,1
DB01589,DB06700,1
DB01589,DB06710,1
DB01590,DB00178,1
DB01590,DB00197,-1
DB01590,DB00213,1
DB01590,DB00234,1
DB01590,DB00284,-1
DB01590,DB00305,1
DB01590,DB00331,-1
DB01590,DB00338,1
DB01590,DB00351,1
DB01590,DB00358,1
DB01590,DB00361,1
DB01590,DB00363,1
DB01590,DB00371,1
DB01590,DB00381,1
DB01590,DB00401,1
DB01590,DB00419,-1
DB01590,DB00421,1
DB01590,DB00455,1
DB01590,DB00470,1
DB01590,DB00490,1
DB01590,DB00491,-1
DB01590,DB00492,1
DB01590,DB00514,1
DB01590,DB00518,1
DB01590,DB00519,1
DB01590,DB00531,1
DB01590,DB00542,1
DB01590,DB00590,1
DB01590,DB00607,-1
DB01590,DB00623,1
DB01590,DB00624,1
DB01590,DB00643,1
DB01590,DB00648,-1
DB01590,DB00669,1
DB01590,DB00672,1
DB01590,DB00690,1
DB01590,DB00704,1
DB01590,DB00731,-1
DB01590,DB00745,-1
DB01590,DB00747,1
DB01590,DB00796,1
DB01590,DB00802,1
DB01590,DB00810,1
DB01590,DB00813,1
DB01590,DB00831,1
DB01590,DB00915,1
DB01590,DB00921,1
DB01590,DB00934,1
DB01590,DB00966,1
DB01590,DB00967,1
DB01590,DB01016,1
DB01590,DB01032,1
DB01590,DB01037,1
DB01590,DB01054,1
DB01590,DB01067,-1
DB01590,DB01069,1
DB01590,DB01100,1
DB01590,DB01120,-1
DB01590,DB01132,-1
DB01590,DB01162,1
DB01590,DB01182,1
DB01590,DB01196,1
DB01590,DB01221,1
DB01590,DB01239,1
DB01590,DB01244,1
DB01590,DB01251,-1
DB01590,DB01252,-1
DB01590,DB01259,1
DB01590,DB01261,-1
DB01590,DB01394,1
DB01590,DB01396,-1
DB01590,DB01400,1
DB01590,DB01595,1
DB01590,DB02703,1
DB01590,DB04540,1
DB01590,DB04817,1
DB01590,DB04876,-1
DB01590,DB04878,-1
DB01592,DB00178,1
DB01592,DB00218,-1
DB01592,DB00451,-1
DB01592,DB00492,1
DB01592,DB00519,1
DB01592,DB00535,-1
DB01592,DB00542,1
DB01592,DB00859,-1
DB01592,DB00968,-1
DB01592,DB01044,-1
DB01592,DB01059,-1
DB01592,DB01155,-1
DB01592,DB01165,-1
DB01592,DB01235,-1
DB01595,DB00181,1
DB01595,DB00186,1
DB01595,DB00216,1
DB01595,DB00230,1
DB01595,DB00231,1
DB01595,DB00241,1
DB01595,DB00255,1
DB01595,DB00273,1
DB01595,DB00277,-1
DB01595,DB00292,1
DB01595,DB00296,1
DB01595,DB00297,1
DB01595,DB00313,1
DB01595,DB00323,1
DB01595,DB00327,1
DB01595,DB00341,1
DB01595,DB00356,1
DB01595,DB00358,-1
DB01595,DB00363,1
DB01595,DB00366,1
DB01595,DB00371,1
DB01595,DB00373,1
DB01595,DB00391,1
